"V1","V2"
"capitanus",-0.0535604640095497
"cras",-0.053344884970427
"uxor",-0.0432603479697193
"socius",-0.0430970128100102
"status",-0.0426224461798617
"octo_guerer",-0.0393034457415604
"mercatus",-0.0361774872859679
"vox",-0.0321210776282171
"mons",-0.031106981244458
"popularis",-0.029767205013999
"macellus",-0.0292006635846809
"partitus",-0.0286317263094666
"civitas",-0.0257069330824981
"dux",-0.0196945597108102
"quarterium",-0.0182215696873145
"castellanus",-0.0166198741862504
"officium",-0.0131897167987512
"futurum",-0.00979791838249002
"postea",-0.00914508404069943
"pars",-0.00544468437651246
"modificatio",-0.004475974462209
"octus",-0.00299489108227985
"carnium",-0.000543762613655124
"factum",0.00137734014987956
"nuovus",0.0049916240197335
"littera",0.0145942532472331
"gonfaloniere",0.0150128293714954
"donatus",0.01541240634775
"fieret",0.017462217357216
"octo",0.0201059843945052
"marchius",0.0235161447715225
"numerus",0.0235161447715225
"lex",0.0267276897034062
"ars",0.0267276897034062
"mundus",0.0327251104278549
"tempus",0.0348395682526008
"bologna",0.0383325878581519
"inimicus",0.0435510448348021
"prior",0.0440318946902584
"utilitas",0.0485648604564228
"simon",0.0522445865926881
"informatio",0.0531535032415879
"missa",0.0539187275899585
"communis",0.0558562382196909
"negocium",0.0568533044094235
"tractatus",0.0659548874873329
"milium",0.0663441593348964
"praticus",0.0664241956406883
"curia",0.0674836660515681
"sena",0.0682018202261347
"veritas",0.0692431026794688
"maiestas",0.0693341662040362
"faba",0.0709438012895844
"res",0.0746647145634873
"pecunia",0.0766747243954173
"manus",0.0770395421646481
"perugia",0.0824844477875927
"padua",0.0846502701823366
"sapiens",0.0847090564090417
"officialis",0.0889896858949223
"arezzo",0.0900936969241652
"restitutio",0.0912303418951561
"civis",0.0922447672250506
"venditio",0.0971787096457207
"geminianus",0.0976218435304973
"forma",0.0978691891463116
"annus",0.100846587397998
"balis",0.103368454402647
"volterra",0.104450053920799
"indignatio",0.10488908745813
"excusatio",0.106925541791083
"monitus",0.110924370415035
"verbum",0.112750060424411
"ragionerius",0.116254707000537
"quantitas",0.117504678575172
"frumentum",0.119205439079982
"voluntas",0.119740030276163
"venetus",0.120247597090267
"fiat",0.121923815469859
"processus",0.12440140623585
"licentia",0.126318452102965
"inceptum",0.127614329239895
"responsum",0.129090539906117
"fortilitia",0.132461055568645
"materie",0.133454767137036
"petitius",0.133454767137036
"alis",0.134295020395604
"balia",0.138589035375278
"terra",0.138990740161573
"magister",0.14194392801534
"concordia",0.142793005044147
"octo_balies",0.144314902904765
"responsis",0.147057734580577
"dictum",0.151777069566822
"arma",0.153646866417192
"missus",0.153716830084756
"modus",0.155235585487098
"marchio",0.157071181498876
"pena",0.164567883226823
"florence",0.165967972372185
"primus",0.16688704915318
"causa",0.179649096660358
"responsio",0.180468042636174
"deus",0.181064455878426
"consilium",0.181765316746143
"doctor",0.18244235035145
"orator",0.185952959391819
"granum",0.190830928970122
"filippus",0.190959643689332
"collegium",0.192213032820215
"secretum",0.194156661455645
"iacobus",0.195163906299415
"iter",0.197356775582423
"bellum",0.198756450865799
"multum",0.199600442730906
"guerra",0.200123717980161
"collega",0.201412153893443
"guillelmus",0.2055560366188
"octo_balia",0.209113788450188
"prorogatio",0.211639725233245
"novitas",0.214553310579118
"milla",0.215926164425794
"materia",0.220767066503219
"decem_libertas",0.221422538238867
"modium",0.223714075082196
"tuta",0.230127549484899
"bernabus",0.23067088422755
"ordinamentum",0.230835320381354
"salus",0.233332334924639
"familia",0.233467646937422
"fides",0.234877383997881
"regina",0.244815092949639
"adventus",0.248376521011305
"liga",0.248998921971581
"curium",0.250724593544548
"dispositio",0.253125043696613
"consultum",0.255176475918922
"campana",0.255628689841518
"executio",0.255736354572444
"admiratio",0.256003478215641
"pazinus",0.256080693479246
"urbs",0.256396248928423
"potentia",0.257410446005458
"totus",0.260894816102037
"commune",0.264519172101399
"capitaneis_partis",0.265717370788479
"mensis",0.266224288075006
"suspicio",0.274085418437357
"gabella",0.276104665542514
"probius",0.278293460375291
"anglicus",0.278648328639612
"francia",0.280373199274223
"andreas",0.281150416646569
"decem",0.28185792115239
"vir",0.284051624648755
"dies",0.284140911098944
"arnus",0.290737657435818
"colligator",0.291968428810394
"papa",0.293808424877184
"pax",0.293844537069975
"vinum",0.293933658902534
"unitas",0.297879697549886
"episcopus",0.298069006207541
"magnus",0.298415562251228
"libertas",0.301889883685458
"abundantia",0.30366986641939
"collegius",0.305400048903098
"operarius",0.311878295434725
"arbitrium",0.320833416451183
"collegia",0.321361566120943
"gens",0.321570710739587
"scandalum",0.323023298771241
"necessitas",0.323122481357589
"arcus",0.328582478287636
"capitaneus",0.337261808722432
"trincia",0.338193534060658
"laicus",0.339608090724468
"bononiensis",0.340409231959971
"intentio",0.341309543241225
"octo_balie",0.342070978141589
"amicus",0.343412286571643
"territorium",0.361486439243639
"rex",0.36378005228619
"via",0.366195802356595
"pistoia",0.368946294790053
"bernabone",0.36958953118226
"person",0.36958953118226
"innocentia",0.374501055901248
"princeps",0.378334414789074
"nihil",0.378640310367045
"favor",0.38027066307971
"periculum",0.385742153280749
"ecclesia",0.386545063523398
"circa",0.386830894553304
"circus",0.389419206928166
"castrum",0.392047168370617
"lombardia",0.392875389517058
"iusticia",0.39514276475197
"colligatus",0.395232851863214
"sufficientia",0.396595650256499
"mare",0.39667218995852
"alexandro",0.39856737202072
"fiant",0.399332889750481
"austrie",0.399850635339832
"colloqium",0.402582644488553
"guelf",0.403942067563723
"defensio",0.406065923799897
"abbas",0.418459810354022
"hostis",0.418893144975845
"unio",0.425257192473173
"collegis",0.444717316828547
"galea",0.447661350185863
"propositum",0.447734661427991
"ulfus",0.447734661427991
"praestantia",0.44860365825318
"mediolanum",0.452142529917336
"securitas",0.457044825909911
"bonum",0.46567003545426
"copia",0.46679598191685
"finis",0.467169613005559
"impedimentum",0.467237042478165
"pontifex",0.469677900283538
"resistentia",0.473137573362709
"caroli",0.473829452375974
"arcium",0.480819865445371
"venetor",0.480913289732147
"servitium",0.482874499147046
"bladus",0.491515989685002
"tutus",0.491574258554478
"mandatum",0.497651591871074
"johannes",0.499433682560336
"capitulum",0.502559075081677
"commissio",0.505514949233672
"societas",0.507122950552774
"reverentia",0.50948153493669
"debus",0.524307088183149
"omnia",0.542279978089787
"commo",0.542279978089787
"colloquium",0.545143183581186
"severinus",0.549317106740618
"vis",0.553027021235658
"taxa",0.569351129111815
"cardinalis",0.569351129111815
"subsidium",0.569351129111815
"bernabo",0.577698704376508
"britonus",0.617090233970247
"consensus",0.620407022648797
"sanctus",0.622592363937388
"presentia",0.639983108262958
"interdictum",0.644760979653104
"stipendium",0.662377337452144
"moneta",0.664201170487575
"montisfeltrarius",0.674449298759641
"exemplum",0.675908776640825
"treugua",0.680583463911481
"nomen",0.702328784470944
"xx",0.718726129739731
"offensio",0.727326914584321
"liberatio",0.739668507833966
"nicholaus",0.740502799492925
"lucanus",0.741600959615627
"teutonicus",0.756814534258645
"deliberatio",0.771175781231705
"lige",0.772194852337924
"milis",0.787121920837651
"venetia",0.787121920837651
"beneficium",0.796895433540614
"festus",0.809090406038948
"mora",0.810969676662638
"italia",0.81685060059025
"spes",0.892301071936109
"observantia",0.940733431189125
"italicus",0.940733431189125
"differentia",0.972020405429554
"alps",0.979214562357185
"nobilis",1.02936441256311
"inquisitor",1.0749923599208
